master_key,wt_name,wt_image,rw_name,rw_image_name,nation,wt_display_name_new,clean_key,stats_role,stats_rank,stats_br_rb,stats_max_speed,stats_climb,wiki_nation,wiki_friendly_name
f2a_3,F2A-3,f2a-3.png,F2A-3,RW_f2a_3_rw.png,USA,F2A-3,f2a3,Fighter,II,2.3,"at 4,491 m 518476545495 km/h",16.41320.913 m/s,USA,F2A-3
f2g_1,F2G-1,f2g-1.png,F2G-1,RW_f2g_1_rw.png,USA,F2G-1,f2g1,Fighter,IV,6,"at 5,000 m 706654739675 km/h",2014.92714.9 m/s,USA,F2G-1
f2h_2,F2H-2,f2h-2.png,F2H-2,RW_f2h_2_rw.png,USA,F2H-2,f2h2,Jet fighter,V,7.3,at 0 m 933883947909 km/h,27.420.13421.6 m/s,USA,F2H-2
f3d_1,F3D 1,f3d_1.png,F3D-1,RW_f3d_1_rw.png,USA,F3D-1,f3d1,Strike aircraft,V,7,"at 1,524 m 846783869809 km/h",18.813.623.314.7 m/s,USA,F3D-1
f3f_2,F3F-2,f3f-2.png,F3F-2,RW_f3f_2_rw.png,USA,F3F-2,f3f2,Fighter,I,1.3,"at 4,300 m 425392444407 km/h",15.61219.912 m/s,USA,F3F-2
f3f_2_galer,F3F-2 Galer,f3f-2_galer.png,F3F-2 Galer,RW_f3f_2_galer_rw.png,USA,Galer's F3F-2,f3f2galer,Fighter,I,1.3,"at 4,300 m 425392444407 km/h",15.61219.912 m/s,USA,Galer's F3F-2
f3h_2,F3H-2,f3h-2.png,F3H-2,RW_f3h_2_rw.png,USA,F3H-2,f3h2,Fighter,VI,9,"at 0 m 1,163 km/h",72.5 m/s,USA,F3H-2
f4d_1,F4D 1,f4d_1.png,F4D-1,RW_f4d_1_rw.png,USA,F4D-1,f4d1,Fighter,VI,9,"at 0 m 1,145 km/h",122 m/s,USA,F4D-1
f4f_3,F4F-3,f4f-3.png,F4F-3,RW_f4f_3_rw.png,USA,F4F-3,f4f3,Fighter,II,2.3,"at 5,800 m 518 km/h",15.1 m/s,USA,F4F-3
f4f_4,F4F-4,f4f-4.png,F4F-4,RW_f4f_4_rw.png,USA,F4F-4,f4f4,Fighter,II,3,"at 5,600 m 517480538497 km/h",1411.616.811.6 m/s,USA,F4F-4
f4f_4_martlet_mk4,F4F-4 Martlet Mk4,f4f-4_martlet_mk4.png,F4F-4 Martlet Mk4,RW_f4f_4_martlet_mk4_rw.png,Great Britain,Martlet Mk IV,f4f4martletmk4,Fighter,II,2.7,"at 4,900 m 513478534494 km/h",12.29.715.19.8 m/s,Great Britain,▄Martlet Mk IV
f4u_1a,F4U-1A,f4u-1a.png,F4U-1A,RW_f4u_1a_rw.png,USA,F4U-1A,f4u1a,Fighter,II,2.7,"at 7,000 m 683 km/h",12.3 m/s,USA,F4U-1A
f4u_1a_japan,F4U-1A Japan,f4u-1a_japan.png,F4U-1A Japan,RW_f4u_1a_japan_rw.png,Japan,F4U-1A,f4u1ajapan,Fighter,II,3,"at 7,000 m 683 km/h",12.3 m/s,Japan,▅F4U-1A
f4u_1a_usmc,F4U-1A Usmc,f4u-1a_usmc.png,F4U-1AÂ (USMC),RW_f4u_1a_usmc_rw.png,USA,F4U-1A (USMC),f4u1ausmc,Fighter,II,3,"at 7,000 m 689639719660 km/h",12.38.816.78.8 m/s,USA,F4U-1A (USMC)
f4u_1c,F4U-1C,f4u-1c.png,F4U-1C,RW_f4u_1c_rw.png,USA,F4U-1C,f4u1c,Fighter,IV,4.7,"at 7,000 m 667618694637 km/h",16.41320.513 m/s,USA,F4U-1C
f4u_1d,F4U-1D,f4u-1d.png,F4U-1D,RW_f4u_1d_rw.png,USA,F4U-1D,f4u1d,Fighter,II,3,"at 7,000 m 672623703645 km/h",15.211.719.411.7 m/s,USA,F4U-1D
f4u_4,F4U-4,f4u-4.png,F4U-4,RW_f4u_4_rw.png,USA,F4U-4,f4u4,Fighter,III,4.3,"at 9,000 m 711 km/h",18.5 m/s,USA,F4U-4
f4u_4b,F4U-4B,f4u-4b.png,F4U-4B,RW_f4u_4b_rw.png,USA,F4U-4B,f4u4b,Fighter,IV,5.7,"at 5,000 m 697 km/h",13.8 m/s,USA,F4U-4B
f4u_4b_vmf_214,F4U-4B Vmf 214,f4u-4b_vmf_214.png,F4U-4BÂ VMF-214,RW_f4u_4b_vmf_214_rw.png,USA,F4U-4B VMF-214,f4u4bvmf214,Fighter,IV,5.7,"at 5,000 m 697634742660 km/h",1913.826.513.8 m/s,USA,F4U-4B VMF-214
f4u_6_au_1,F4U-6 Au-1,f4u-6_au-1.png,F4U-6 Au-1,RW_f4u_6_au_1_rw.png,USA,AU-1,f4u6au1,Strike aircraft,IV,5.7,"at 4,267 m 638585681606 km/h",1914.525.214.5 m/s,USA,AU-1
f4u_7,F4U-7,f4u-7.png,F4U-7,RW_f4u_7_rw.png,France,F4U-7,f4u7,Fighter,IV,6,"at 9,000 m 711652753674 km/h",18.513.525.713.5 m/s,France,F4U-7
f6f_3,F6F-3,f6f-3.png,F6F-3,RW_f6f_3_rw.png,USA,F6F-3,f6f3,Fighter,II,3.3,"at 5,730 m 647599677618 km/h",12.68.917.78.9 m/s,USA,F6F-5
f6f_5_france,F6F-5 France,f6f-5_france.png,F6F-5 France,RW_f6f_5_france_rw.png,France,F6F-5,f6f5france,Fighter,II,3.3,"at 5,730 m 647 km/h",12.6 m/s,France,▄F6F-5
f6f_5n,F6F-5N,f6f-5n.png,F6F-5N,RW_f6f_5n_rw.png,USA,F6F-5N,f6f5n,Fighter,III,4.3,"at 5,730 m 629 km/h",11.8 m/s,USA,F6F-5N
f6f_5n_france,F6F-5N France,f6f-5n_france.png,F6F-5N France,RW_f6f_5n_france_rw.png,France,F6F-5N,f6f5nfrance,Fighter,IV,4.3,"at 5,730 m 629 km/h",11.8 m/s,France,▄F6F-5N
f7f1,F7F1,f7f1.png,F7F1,RW_f7f1_rw.png,USA,F7F-1,f7f1,Fighter,IV,6.3,"at 5,181 m 688637728660 km/h",2517.235.417.2 m/s,USA,F7F-1
f7f3,F7F3,f7f3.png,F7F3,RW_f7f3_rw.png,USA,F7F-3,f7f3,Fighter,IV,6.3,"at 4,876 m 708655753670 km/h",25.519.63419.6 m/s,USA,F7F-3
f8f1,F8F1,f8f1.png,F8F1,RW_f8f1_rw.png,USA,F8F-1,f8f1,Fighter,III,4.7,"at 4,268 m 708650743674 km/h",25.219.533.519.5 m/s,USA,F8F-1
f8f1b,F8F1B,f8f1b.png,F8F1B,RW_f8f1b_rw.png,France,F8F-1B,f8f1b,Fighter,IV,,"at 4,268 m 708650747675 km/h",24.819.232.819.2 m/s,USA,F8F-1B
f8f1b_france,F8F1B France,f8f1b_france.png,F8F1B France,RW_f8f1b_france_rw.png,USA,F8F-1B,f8f1bfrance,Fighter,IV,,"at 4,268 m 708650747675 km/h",24.819.232.819.2 m/s,France,▄F8F-1B
f8u_2,F8U-2,f8u-2.png,F8U-2,RW_f8u_2_rw.png,USA,F8U-2,f8u2,Jet fighter,VI,10.3,"at 10,668 m 2,038 km/h",137 m/s,USA,F8U-2
f9f_2,F9F-2,f9f-2.png,F9F-2,RW_f9f_2_rw.png,USA,F9F-2,f9f2,Fighter,V,,at 0 m 926904939912 km/h,26.518.234.219.7 m/s,USA,F9F-2
f9f_5,F9F-5,f9f-5.png,F9F-5,RW_f9f_5_rw.png,USA,F9F-5,f9f5,Fighter,V,8,at 0 m 972948984958 km/h,24.416.631.518.1 m/s,USA,F9F-5
f9f_8,F9F-8,f9f-8.png,F9F-8,RW_f9f_8_rw.png,USA,F9F-8,f9f8,Fighter,V,8.3,"at 610 m 1,0419861,0561,019 km/h",29.120.537.122 m/s,USA,F9F-8
fa_18a,Fa 18A,fa_18a.png,Fa 18A,RW_fa_18a_rw.png,Great Britain,F/A-18A,fa18a,Fighter,VIII,12.3,"at 10,668 m 1,789 km/h",205 m/s,USA,F/A-18A
fa_18a_hug_2_raaf,Fa 18A Hug 2 Raaf,fa_18a_hug_2_raaf.png,Fa 18A Hug 2 Raaf,RW_fa_18a_hug_2_raaf_rw.png,STILL_NOT_FOUND,Fa 18A Hug 2 Raaf,fa18ahug2raaf,Fighter,VIII,14,"at 10,668 m 1,789 km/h",205 m/s,Great Britain,▄AF/A-18A Late
fa_18a_raaf,Fa 18A Raaf,fa_18a_raaf.png,Fa 18A Raaf,RW_fa_18a_raaf_rw.png,STILL_NOT_FOUND,F/A-18A,fa18araaf,Fighter,VIII,12.3,"at 10,668 m 1,789 km/h",205 m/s,Great Britain,▄F/A-18A
fa_18c_early,Fa 18C Early,fa_18c_early.png,Fa 18C Early,RW_fa_18c_early_rw.png,USA,F/A-18C Early,fa18c,Fighter,VIII,12.7,"at 10,668 m 1,789 km/h",205 m/s,USA,F/A-18C Late
fa_18c_finland,Fa 18C Finland,fa_18c_finland.png,Fa 18C Finland,RW_fa_18c_finland_rw.png,STILL_NOT_FOUND,F/A-18C,fa18cfinland,Fighter,VIII,14,"at 10,668 m 1,840 km/h",225 m/s,Sweden,▄F-18C
fa_18c_late,Fa 18C Late,fa_18c_late.png,Fa 18C Late,RW_fa_18c_late_rw.png,Germany,F/A-18C Late,fa18c,Fighter,VIII,12.7,"at 10,668 m 1,789 km/h",205 m/s,USA,F/A-18C Late
fa_18c_late_switzerland,Fa 18C Late Switzerland,fa_18c_late_switzerland.png,Fa 18C Late Switzerland,RW_fa_18c_late_switzerland_rw.png,Germany,Fa 18C Late Switzerland,fa18clateswitzerland,Fighter,VIII,14,"at 10,668 m 1,840 km/h",225 m/s,Germany,◌F/A-18C Late
fa_18c_mlu_2_finland,Fa 18C Mlu 2 Finland,fa_18c_mlu_2_finland.png,Fa 18C Mlu 2 Finland,RW_fa_18c_mlu_2_finland_rw.png,STILL_NOT_FOUND,F/A-18C MLU 2,fa18cmlu2finland,Fighter,VIII,14,"at 10,668 m 1,840 km/h",225 m/s,Sweden,▄F/A-18C MLU 2
fa_18c_switzerland,Fa 18C Switzerland,fa_18c_switzerland.png,Fa 18C Switzerland,RW_fa_18c_switzerland_rw.png,STILL_NOT_FOUND,F/A-18C,fa18cswitzerland,Fighter,VIII,12.7,"at 10,668 m 1,840 km/h",225 m/s,Germany,◌F/A-18C
fc_20_bis,Fc 20 Bis,fc_20_bis.png,Fc 20 Bis,RW_fc_20_bis_rw.png,Italy,F.C.20 Bis,fc20bis,Strike aircraft,I,2,"at 3,700 m 439410454425 km/h",6.44.68.14.8 m/s,Italy,F.C.20 Bis
ffa_p16,Ffa P16,ffa_p16.png,Ffa P16,RW_ffa_p16_rw.png,Germany,FFA P-16,ffap16,Fighter,VI,9,"at 0 m 1,100 km/h",65 m/s,Germany,◌FFA P-16
ffvs_j22_a,Ffvs J22 A,ffvs_j22_a.png,Ffvs J22 A,RW_ffvs_j22_a_rw.png,Sweden,J22-A,ffvsj22a,Fighter,II,3,"at 4,300 m 560 km/h",10.8 m/s,Sweden,J22-A
ffvs_j22_b,Ffvs J22 B,ffvs_j22_b.png,Ffvs J22 B,RW_ffvs_j22_b_rw.png,Sweden,J22-B,ffvsj22b,Fighter,III,3.7,"at 4,300 m 560 km/h",10.5 m/s,Sweden,J22-B
fiat_cr42,Fiat Cr42,fiat_cr42.png,Fiat Cr42,RW_fiat_cr42_rw.png,STILL_NOT_FOUND,Fiat Cr42,fiatcr42,Fighter,I,1.3,"at 5,200 m 429 km/h",17.2 m/s,Italy,CR.42
fiat_cr42_italy,Fiat Cr42 Italy,fiat_cr42_italy.png,Fiat Cr42 Italy,RW_fiat_cr42_italy_rw.png,STILL_NOT_FOUND,Fiat Cr42 Italy,fiatcr42,Fighter,I,1.3,"at 5,200 m 429 km/h",17.2 m/s,Italy,CR.42
fiat_cr42_j11,Fiat Cr42 J11,fiat_cr42_j11.png,Fiat Cr42 J11,RW_fiat_cr42_j11_rw.png,STILL_NOT_FOUND,J11,fiatcr42j11,Fighter,I,1.3,"at 5,200 m 429 km/h",17.2 m/s,Sweden,J11
fiat_cr42_marcolin,Fiat Cr42 Marcolin,fiat_cr42_marcolin.png,Fiat Cr42 Marcolin,RW_fiat_cr42_marcolin_rw.png,STILL_NOT_FOUND,Marcolin's C.R.42 CN,fiatcr42marcolin,Fighter,I,,"at 5,200 m 429 km/h",17.2 m/s,Italy,Marcolin's C.R.42 CN
fiat_g50_seria2,Fiat G50 Seria2,fiat_g50_seria2.png,Fiat G50 Seria2,RW_fiat_g50_seria2_rw.png,Italy,G.50 serie 2,fiatg50seria2,Fighter,I,1.7,"at 5,000 m 470 km/h",15 m/s,Italy,G.50 serie 2
fiat_g50_seria2_italy,Fiat G50 Seria2 Italy,fiat_g50_seria2_italy.png,Fiat G50 Seria2 Italy,RW_fiat_g50_seria2_italy_rw.png,STILL_NOT_FOUND,Fiat G50 Seria2 Italy,fiatg50seria2,Fighter,I,1.7,"at 5,000 m 470 km/h",15 m/s,Italy,G.50 serie 2
fiat_g50_seria7as,Fiat G50 Seria7As,fiat_g50_seria7as.png,Fiat G50 Seria7As,RW_fiat_g50_seria7as_rw.png,Germany,G.50 AS serie 7,fiatg50seria7as,Fighter,I,1.7,"at 5,000 m 470 km/h",10.3 m/s,Italy,G.50 AS serie 7
fiat_g50_seria7as_italy,Fiat G50 Seria7As Italy,fiat_g50_seria7as_italy.png,Fiat G50 Seria7As Italy,RW_fiat_g50_seria7as_italy_rw.png,Italy,G.50 AS serie 7_Italy,fiatg50seria7as,Fighter,I,1.7,"at 5,000 m 470 km/h",10.3 m/s,Italy,G.50 AS serie 7
fiat_g91_ps,Fiat G91 Ps,fiat_g91_ps.png,Fiat G91 Ps,RW_fiat_g91_ps_rw.png,STILL_NOT_FOUND,Fiat G91 Ps,fiatg91ps,Fighter,V,8.3,"at 1,200 m 1,070 km/h",39 m/s,Italy,G.91 pre-serie
fiat_g91_r1,Fiat G91 R1,fiat_g91_r1.png,Fiat G91 R1,RW_fiat_g91_r1_rw.png,Italy,G.91 R/1,fiatg91r1,Fighter,V,8.7,"at 0 m 1,084 km/h",39 m/s,Italy,G.91 R/1
fiat_g91_r3,Fiat G91 R3,fiat_g91_r3.png,Fiat G91 R3,RW_fiat_g91_r3_rw.png,Germany,G.91 R/3,fiatg91r3,Fighter,VI,8.7,"at 0 m 1,084 km/h",39 m/s,Germany,◄G.91 R/3
fiat_g91_r4,Fiat G91 R4,fiat_g91_r4.png,Fiat G91 R4,RW_fiat_g91_r4_rw.png,Italy,G.91 R/4 Italy,fiatg91r4,Fighter,V,8.7,"at 0 m 1,084 km/h",39 m/s,Italy,G.91 R/4
fiat_g91_r4_german,Fiat G91 R4 German,fiat_g91_r4_german.png,Fiat G91 R4 German,RW_fiat_g91_r4_german_rw.png,Germany,G.91 R/4,fiatg91r4german,Fighter,V,8.7,"at 0 m 1,084 km/h",39 m/s,Germany,◄G.91 R/4
fiat_g91_y,Fiat G91 Y,fiat_g91_y.png,Fiat G91 Y,RW_fiat_g91_y_rw.png,Italy,G.91 Y,fiatg91y,Fighter,VI,9,"at 0 m 1,123 km/h",75 m/s,Italy,G.91 Y
fiat_g91_ys,Fiat G91 Ys,fiat_g91_ys.png,Fiat G91 Ys,RW_fiat_g91_ys_rw.png,Italy,Fiat G91 Ys,fiatg91ys,Fighter,VI,9.3,"at 0 m 1,123 km/h",75 m/s,Italy,G.91 YS
firebrand_tf4,Firebrand Tf4,firebrand_tf4.png,Firebrand Tf4,RW_firebrand_tf4_rw.png,Great Britain,Firebrand TF Mk IV,firebrandtf4,Strike aircraft,II,3.7,"at 4,572 m 565 km/h",15.1 m/s,Great Britain,Firebrand TF Mk IV
firefly_mk1,Firefly Mk1,firefly_mk1.png,Firefly Mk1,RW_firefly_mk1_rw.png,Great Britain,Firefly F Mk I,fireflymk1,Strike aircraft,III,3.3,"at 4,572 m 508 km/h",12.7 m/s,Great Britain,Firefly F Mk I
firefly_mk4_netherlands,Firefly Mk4 Netherlands,firefly_mk4_netherlands.png,Firefly Mk4 Netherlands,RW_firefly_mk4_netherlands_rw.png,STILL_NOT_FOUND,Firefly Mk4 Netherlands,fireflymk4netherlands,Strike aircraft,III,3.7,"at 5,181 m 554502593522 km/h",13.59.719.29.7 m/s,France,◘Firefly F.Mk.IV
firefly_mk5,Firefly Mk5,firefly_mk5.png,Firefly Mk5,RW_firefly_mk5_rw.png,Great Britain,Firefly FR Mk V,fireflymk5,Strike aircraft,III,3.7,"at 5,181 m 554502593522 km/h",13.59.719.29.7 m/s,Great Britain,Firefly FR Mk V
fj_4b,Fj 4B,fj_4b.png,FJ-4B,RW_fj_4b_rw.png,USA,FJ-4B,fj4b,Strike aircraft,VI,8.7,"at 152 m 1,090 km/h",35 m/s,USA,FJ-4B
fj_4b_agm_12b,Fj 4B Agm 12B,fj_4b_agm_12b.png,Fj 4B Agm 12B,RW_fj_4b_agm_12b_rw.png,STILL_NOT_FOUND,Fj 4B Agm 12B,fj4bagm12b,Strike aircraft,VI,8.7,"at 152 m 1,0901,0271,1071,058 km/h",3526.242.928 m/s,USA,FJ-4B VMF-232
fokker_d21_mod20,Fokker D21 Mod20,fokker_d21_mod20.png,Fokker D21 Mod20,RW_fokker_d21_mod20_rw.png,Sweden,Fokker D XXI,fokkerd21mod20,Fighter,II,2,"at 5,000 m 425397441410 km/h",14.211.417.611.4 m/s,Sweden,▄Fokker D.XXI
fokker_d21_netherlands,Fokker D21 Netherlands,fokker_d21_netherlands.png,Fokker D21 Netherlands,RW_fokker_d21_netherlands_rw.png,France,Fokker D.XXI Netherlands,fokkerd21netherlands,Fighter,I,1.7,"at 5,000 m 425 km/h",14.2 m/s,France,◗Fokker D.XXI
fokker_d21_serie3_finland,Fokker D21 Serie3 Finland,fokker_d21_serie3_finland.png,Fokker D21 Serie3 Finland,RW_fokker_d21_serie3_finland_rw.png,Sweden,Fokker D.XXI-3,fokkerd21serie3finland,Fighter,I,1.7,"at 5,000 m 425397441410 km/h",14.211.317.711.3 m/s,Sweden,▄Fokker D.XXI-3
fokker_d23,Fokker D23,fokker_d23.png,Fokker D23,RW_fokker_d23_rw.png,Sweden,Fokker D.XXIII,fokkerd23,Fighter,II,2.3,"at 4,100 m 535505550519 km/h",13.411.115.711.3 m/s,France,◗Fokker D.XXIII
fokker_g1a,Fokker G1A,fokker_g1a.png,Fokker G1A,RW_fokker_g1a_rw.png,France,Fokker G.IA,fokkerg1a,Strike aircraft,II,2.3,"at 4,265 m 485 km/h",10.2 m/s,France,◗Fokker G.IA
fury_mk1,Fury Mk1,fury_mk1.png,Fury Mk1,RW_fury_mk1_rw.png,Great Britain,Fury Mk I,furymk1,Fighter,I,1,"at 4,100 m 394 km/h",15.7 m/s,Great Britain,Fury Mk I
fury_mk2,Fury Mk2,fury_mk2.png,Fury Mk2,RW_fury_mk2_rw.png,Great Britain,Fury Mk II,furymk2,Fighter,I,1,"at 4,100 m 394367409380 km/h",15.712.52012.5 m/s,Great Britain,Fury Mk II
fw_189a_1,Fw-189A-1,fw-189a-1.png,Fw-189A-1,RW_fw_189a_1_rw.png,Germany,Fw 189 A-1,fw189a1,Bomber,I,2.3,"at 2,600 m 359 km/h",85.9 m/s,Germany,Fw 189 A-1
fw_190a_1,Fw-190A-1,fw-190a-1.png,Fw-190A-1,RW_fw_190a_1_rw.png,Germany,Fw 190 A-1,fw190a1,Fighter,II,3,"at 5,500 m 652 km/h",14.1 m/s,Germany,Fw 190 A-1
fw_190a_4,Fw-190A-4,fw-190a-4.png,Fw-190A-4,RW_fw_190a_4_rw.png,Germany,Fw 190 A-4,fw190a4,Fighter,III,4,"at 5,800 m 648603675622 km/h",14.110.618.510.6 m/s,Germany,Fw 190 A-4
fw_190a_5,Fw-190A-5,fw-190a-5.png,Fw-190A-5,RW_fw_190a_5_rw.png,Japan,Fw 190 A-5,fw190a5,Fighter,IV,4.3,"at 6,300 m 660615688633 km/h",14.110.718.310.7 m/s,Germany,Fw 190 A-5/U12
fw_190a_5_cannons,Fw-190A-5 Cannons,fw-190a-5_cannons.png,Fw-190A-5 Cannons,RW_fw_190a_5_cannons_rw.png,Germany,Fw-190A-5 Cannons,fw190a5cannons,Fighter,IV,4.3,"at 6,300 m 660615688633 km/h",14.110.718.310.7 m/s,Germany,Fw 190 A-5
fw_190a_5_japan,Fw-190A-5 Japan,fw-190a-5_japan.png,Fw-190A-5 Japan,RW_fw_190a_5_japan_rw.png,Germany,Fw-190A-5 Japan,fw190a5japan,Fighter,IV,4.3,"at 5,800 m 648 km/h",14.1 m/s,Japan,▅Fw 190 A-5
fw_190a_5_u14,Fw 190A 5 U14,fw_190a_5_u14.png,Fw 190A 5 U14,RW_fw_190a_5_u14_rw.png,Germany,Fw 190 A-5/U14,fw190a5u14,Fighter,III,4,"at 6,300 m 677 km/h",14.1 m/s,Germany,Fw 190 A-5/U14
fw_190a_5_u2,Fw-190A-5 U2,fw-190a-5_u2.png,Fw-190A-5 U2,RW_fw_190a_5_u2_rw.png,Germany,Fw 190 A-5/U12,fw190a5u2,Fighter,III,4,"at 6,300 m 677 km/h",14.1 m/s,Germany,Fw 190 A-5/U2
fw_190a_8,Fw-190A-8,fw-190a-8.png,Fw-190A-8,RW_fw_190a_8_rw.png,Germany,Fw 190 A-8,fw190a8,Fighter,IV,5,"at 5,500 m 652 km/h",14.1 m/s,USA,▃Fw 190 A-8
fw_190a_8_france,Fw-190A-8 France,fw-190a-8_france.png,Fw-190A-8 France,RW_fw_190a_8_france_rw.png,France,Fw 190 A-8,fw190a8france,Fighter,IV,5,"at 5,500 m 652602687622 km/h",14.19.7209.7 m/s,France,NC.900
fw_190a_8_usa,Fw-190A-8 Usa,fw-190a-8_usa.png,Fw-190A-8 Usa,RW_fw_190a_8_usa_rw.png,USA,Fw 190 A-8,fw190a8,Fighter,IV,5,"at 5,500 m 652 km/h",14.1 m/s,USA,▃Fw 190 A-8
fw_190c,Fw-190C,fw-190c.png,Fw-190C,RW_fw_190c_rw.png,Germany,Fw 190 C,fw190c,Fighter,IV,5,"at 11,000 m 685 km/h",15.6 m/s,Germany,Fw 190 C
fw_190d_12,Fw-190D-12,fw-190d-12.png,Fw-190D-12,RW_fw_190d_12_rw.png,Germany,Fw 190 D-12,fw190d12,Fighter,IV,5,"at 9,700 m 725675758695 km/h",17.112.822.712.8 m/s,Germany,Fw 190 D-12
fw_190d_13,Fw-190D-13,fw-190d-13.png,Fw-190D-13,RW_fw_190d_13_rw.png,Germany,Fw 190 D-13,fw190d13,Fighter,IV,5,"at 9,700 m 725675758695 km/h",17.112.822.712.8 m/s,Germany,Fw 190 D-13
fw_190d_9,Fw-190D-9,fw-190d-9.png,Fw-190D-9,RW_fw_190d_9_rw.png,USSR,Fw 190 D-9,fw190d9,Fighter,III,5,"at 4,800 m 710655745680 km/h",15.811.32211.3 m/s,USSR,▂Fw 190 D-9
fw_190d_9_ussr,Fw-190D-9 Ussr,fw-190d-9_ussr.png,Fw-190D-9 Ussr,RW_fw_190d_9_ussr_rw.png,Germany,Fw 190 D-9 (USSR),fw190d9,Fighter,III,5,"at 4,800 m 710655745680 km/h",15.811.32211.3 m/s,USSR,▂Fw 190 D-9
fw_190f_8,Fw-190F-8,fw-190f-8.png,Fw-190F-8,RW_fw_190f_8_rw.png,Italy,Fw 190 F-8,fw190f8,Strike aircraft,IV,5,"at 5,400 m 635 km/h",15.8 m/s,Italy,◔Fw 190 F-8
fw_200c_1,Fw 200C 1,fw_200c_1.png,Fw 200C 1,RW_fw_200c_1_rw.png,Germany,Fw 200 C-1,fw200c1,Bomber,II,2,"at 1,500 m 378 km/h",41.7 m/s,Germany,Fw 200 C-1
g_55_serie1,G 55 Serie1,g_55_serie1.png,G 55 Serie1,RW_g_55_serie1_rw.png,Italy,G.55 serie 1,g55serie1,Fighter,IV,5,"at 6,500 m 646607671623 km/h",16.713.520.713.5 m/s,Italy,G.55 serie 1
g_55_serie1_ss0,G 55 Serie1 Ss0,g_55_serie1_ss0.png,G 55 Serie1 Ss0,RW_g_55_serie1_ss0_rw.png,Italy,G.55 sottoserie 0,g55serie1ss0,Fighter,III,4.3,"at 6,500 m 638599663616 km/h",16.513.320.613.3 m/s,Italy,G.55 sottoserie 0
g_55s,G 55S,g_55s.png,G 55S,RW_g_55s_rw.png,Italy,G.55S,g55s,Fighter,IV,5,"at 6,500 m 634 km/h",18.8 m/s,Italy,G.55S
g_56,G 56,g_56.png,G 56,RW_g_56_rw.png,Italy,G.56,g56,Fighter,IV,6.3,"at 7,000 m 700658726676 km/h",21.71826.318 m/s,Italy,G.56
g4m1,G4M1,g4m1.png,G4M1,RW_g4m1_rw.png,Japan,G4M1,g4m1,Bomber,II,2.7,"at 6,000 m 452 km/h",7.2 m/s,Japan,G4M1
g5n1,G5N1,g5n1.png,G5N1,RW_g5n1_rw.png,Japan,G5N1,g5n1,Bomber,III,4.3,"at 4,000 m 402 km/h",6.1 m/s,Japan,G5N1
g8n1,G8N1,g8n1.png,G8N1,RW_g8n1_rw.png,Japan,G8N1,g8n1,Bomber,IV,6.3,"at 7,620 m 512474534493 km/h",7.24.99.94.9 m/s,Japan,G8N1
g91_pre_serie,G.91 pre-serie,fiat_g91_ps.png,G.91 pre-serie,RW_g91_pre_serie.png,,G.91 pre-serie,g91preserie,Fighter,V,8.3,"at 1,200 m 1,070 km/h",39 m/s,Italy,G.91 pre-serie
g91_ys,G.91 YS,fiat_g91_ys.png,G.91 YS,RW_g91_ys.png,,G.91 YS,g91ys,Fighter,VI,9.3,"at 0 m 1,123 km/h",75 m/s,Italy,G.91 YS
gl_832,Gl 832,gl_832.png,Gl 832,RW_gl_832_rw.png,France,GL.832HY,gl832,Fighter,I,,"at 2,500 m 295 km/h",5.2 m/s,France,GL.832HY
gladiator_j8a,Gladiator J8A,gladiator_j8a.png,Gladiator J8A,RW_gladiator_j8a_rw.png,Sweden,J8A,gladiatorj8a,Fighter,I,1,"at 4,420 m 414 km/h",15.7 m/s,Sweden,J8A
gladiator_j8a_iacobi,Gladiator J8A Iacobi,gladiator_j8a_iacobi.png,Gladiator J8A Iacobi,RW_gladiator_j8a_iacobi_rw.png,Sweden,Iacobi's J8A,gladiatorj8aiacobi,Fighter,I,1,"at 4,420 m 414 km/h",15.7 m/s,Sweden,Iacobi's J8A
gladiator_mk_ii,Gladiator Mk II,gladiator_mk2.png,Gladiator Mk II,RW_gladiator_mk_ii.png,,Gladiator Mk II,gladiatormkii,Fighter,I,1.3,"at 4,420 m 414 km/h",15.7 m/s,Great Britain,Gladiator Mk II
gladiator_mk1_belgium,Gladiator Mk1 Belgium,gladiator_mk1_belgium.png,Gladiator Mk1 Belgium,RW_gladiator_mk1_belgium_rw.png,France,Gladiator Mk1 Belgium,gladiatormk1belgium,Fighter,I,1,"at 4,420 m 414390426402 km/h",15.713.218.313.3 m/s,France,▄Gladiator Mk I
gladiator_mk1_china,Gladiator Mk1 China,gladiator_mk1_china.png,Gladiator Mk1 China,RW_gladiator_mk1_china_rw.png,France,Gladiator Mk1 China,gladiatormk1china,Fighter,I,1,"at 4,420 m 414 km/h",15.7 m/s,China,␗Gladiator Mk I
gladiator_mk2,Gladiator Mk2,gladiator_mk2.png,Gladiator Mk2,RW_gladiator_mk2_rw.png,France,Gladiator Mk2,gladiatormk2,Fighter,I,1.3,"at 4,420 m 414 km/h",15.7 m/s,Great Britain,Gladiator Mk II
gladiator_mk2_france,Gladiator Mk2 France,gladiator_mk2_france.png,Gladiator Mk2 France,RW_gladiator_mk2_france_rw.png,Great Britain,Gladiator Mk IIF,gladiatormk2france,Fighter,I,1.3,"at 4,420 m 414 km/h",15.7 m/s,Great Britain,Gladiator Mk IIF
